transaction_id,transaction_date,transaction_time,transaction_type,item_code,item_name,category,subcategory,supplier_name,po_reference,invoice_reference,lot_number,quantity,unit,unit_cost,total_cost,location,recorded_by,expiration_date,notes
TXN-100760,2026-07-17,10:12,stock_in,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,PO-40562,INV-58754,LOT-260717-48,4.0,case (4x1gal),40.85,163.4,Dry Storage Room,D. Alvarez,2027-07-17,
TXN-100761,2026-07-17,07:58,stock_in,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,PO-40338,INV-58398,LOT-260717-94,38.59,lb,14.29,551.45,Main Kitchen Cooler,C. Romero,2026-07-21,
TXN-100762,2026-07-17,07:08,stock_out,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-3.0,25lb bag,27.65,-82.95,Dry Storage Room,D. Alvarez,,
TXN-100763,2026-07-17,20:45,stock_out,PRD-3318,Parmesan Wheel,Dairy,Cheese,Dairy Fresh Cooperative,,,,-10.14,lb,12.2,-123.71,Main Kitchen Cooler,C. Romero,,
TXN-100764,2026-07-17,06:09,stock_in,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,PO-40719,INV-58352,LOT-260717-77,4.0,case (48ct),29.98,119.92,Dry Storage Room,M. Osei,2026-07-22,
TXN-100765,2026-07-17,11:22,stock_out,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-10.65,lb,6.98,-74.34,Main Kitchen Cooler,M. Osei,,
TXN-100766,2026-07-17,14:46,stock_in,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,PO-40774,INV-58287,LOT-260717-99,4.0,25LB BAG,27.24,108.96,Dry Storage Room,C. Romero,2028-07-16,
TXN-100767,2026-07-17,07:44,stock_in,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40605,INV-58521,LOT-260717-80,6.0,CASE (12X750ML),95.79,574.74,Bar Storage,D. Alvarez,2028-07-16,
TXN-100768,2026-07-17,08:32,stock_in,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,PO-40754,INV-58811,LOT-260717-96,1.0,each,3.47,3.47,Dry Storage Room,T. Fischer,2026-07-20,
TXN-100769,2026-07-17,07:20,stock_in,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,PO-40572,INV-58169,LOT-260717-20,27.47,lb,4.82,132.41,Main Kitchen Cooler,C. Romero,2026-07-21,
TXN-100770,2026-07-17,06:38,stock_in,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40647,INV-58859,LOT-260717-60,5.82,gal,9.43,54.88,Main Kitchen Cooler,J. Nguyen,2026-07-27,
TXN-100771,2026-07-17,16:34,stock_out,PRD-3318,Parmesan Wheel,Dairy,Cheese,Dairy Fresh Cooperative,,,,-3.63,lb,13.31,-48.32,Main Kitchen Cooler,L. Kim,,
TXN-100772,2026-07-17,08:28,stock_out,PRD-2210,Romaine Lettuce,Produce,Leafy Greens,Green Valley Produce Co.,,,,-1.0,case,22.79,-22.79,Main Kitchen Cooler,L. Kim,,
TXN-100773,2026-07-17,06:26,stock_in,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,PO-40296,INV-58796,LOT-260717-95,1.0,block,109.66,109.66,Main Kitchen Cooler,D. Alvarez,2026-08-31,
TXN-100774,2026-07-17,13:06,stock_in,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40741,INV-58294,LOT-260717-89,32.99,gal,9.47,312.42,Main Kitchen Cooler,J. Nguyen,2026-07-27,
TXN-100775,2026-07-17,10:41,stock_in,PRD-7705,NY Strip Steak,Meat,Beef,Metro Meat & Poultry,PO-40569,INV-58325,LOT-260717-18,14.02,lb,15.13,212.12,Main Kitchen Cooler,T. Fischer,2026-07-23,
TXN-100776,2026-07-17,11:06,waste,PRD-7704,"Bacon, Sliced",Meat,Pork,Metro Meat & Poultry,,,,-3.62,lb,7.54,-27.29,Main Kitchen Cooler,L. Kim,,Over-prepped
TXN-100777,2026-07-18,18:44,stock_out,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-1.0,case (6x1L),54.99,-54.99,Dry Storage Room,L. Kim,,
TXN-100778,2026-07-18,06:38,stock_in,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,PO-40623,INV-58755,LOT-260718-39,7.0,case (72ct),63.48,444.36,Walk-In Freezer,C. Romero,2026-10-16,
TXN-100779,2026-07-18,10:48,stock_in,PRD-7704,"Bacon, Sliced",Meat,Pork,Metro Meat & Poultry,PO-40240,INV-58483,LOT-260718-73,11.25,lb,6.72,75.6,Main Kitchen Cooler,M. Osei,2026-08-01,
TXN-100780,2026-07-18,09:08,stock_out,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,,,,-2.0,EACH,3.84,-7.68,Dry Storage Room,L. Kim,,
TXN-100781,2026-07-18,08:54,waste,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-3.72,LB,6.58,-24.48,Main Kitchen Cooler,J. Nguyen,,Over-prepped
TXN-100782,2026-07-18,10:33,stock_out,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,,,,-2.0,CASE,46.37,-92.74,Main Kitchen Cooler,D. Alvarez,,
TXN-100783,2026-07-18,07:13,stock_out,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-1.0,sack,26.54,-26.54,Dry Storage Room,C. Romero,,
TXN-100784,2026-07-18,11:19,stock_out,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,-1.0,sack,17.6,-17.6,Dry Storage Room,R. Patel,,
TXN-100785,2026-07-18,08:17,adjustment,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,,,,2.17,each,3.74,8.12,Dry Storage Room,M. Osei,,Unit conversion fix
TXN-100786,2026-07-18,18:09,stock_out,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,,,,-12.38,lb,6.18,-76.51,Main Kitchen Cooler,D. Alvarez,,
TXN-100787,2026-07-18,07:35,stock_out,PRD-7704,"Bacon, Sliced",Meat,Pork,Metro Meat & Poultry,,,,-11.04,lb,6.92,-76.4,Main Kitchen Cooler,R. Patel,,
TXN-100788,2026-07-18,07:45,stock_in,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,PO-40294,INV-58104,LOT-260718-11,4.0,case (72ct),60.46,241.84,Walk-In Freezer,L. Kim,2026-10-16,
TXN-100789,2026-07-18,08:41,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-4.0,25lb bag,10.25,-41.0,Dry Storage Room,D. Alvarez,,
TXN-100790,2026-07-18,10:16,stock_in,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40456,INV-58621,LOT-260718-72,31.31,gal,10.14,317.48,Main Kitchen Cooler,T. Fischer,2026-07-28,
TXN-100791,2026-07-18,20:23,stock_out,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,,,,-3.0,block,122.26,-366.78,Main Kitchen Cooler,T. Fischer,,
TXN-100792,2026-07-18,14:37,stock_in,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,PO-40112,INV-58219,LOT-260718-21,8.0,case,28.79,230.32,Main Kitchen Cooler,T. Fischer,2026-07-27,
TXN-100793,2026-07-18,07:53,transfer,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,,,,3.13,lb,5.6,17.53,Bar Storage,C. Romero,,Transferred to Walk-In Freezer
TXN-100794,2026-07-18,14:49,stock_in,PRD-2209, Yellow Onions ,Produce,Root Vegetables,Green Valley Produce Co.,PO-40375,INV-58866,LOT-260718-36,7.0,sack,19.43,136.01,Dry Storage Room,T. Fischer,2026-08-17,
TXN-100795,2026-07-18,10:33,waste,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-1.0,case,30.92,-30.92,Main Kitchen Cooler,R. Patel,,Prep trim loss
TXN-100796,2026-07-18,07:28,stock_in,BEV-1001,"Cola Syrup, 5 Gal BIB",Beverage,Soft Drinks,BevCo Beverage Distribution,PO-40305,INV-58160,LOT-260718-33,5.0,each,59.15,295.75,Bar Storage,L. Kim,2027-01-14,
TXN-100797,2026-07-18,16:10,stock_in,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,PO-40227,INV-58383,LOT-260718-18,5.03,lb,5.51,27.72,Main Kitchen Cooler,M. Osei,2026-07-20,Short delivery vs PO — see delivery receipt
TXN-100798,2026-07-18,18:00,stock_in,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,PO-40142,INV-58199,LOT-260718-37,27.28,lb,11.77,321.09,Main Kitchen Cooler,C. Romero,2026-07-24,
TXN-100799,2026-07-18,09:38,stock_out,BEV-1001,"Cola Syrup, 5 Gal BIB",Beverage,Soft Drinks,BevCo Beverage Distribution,,,,-2.0,each,60.72,-121.44,Bar Storage,M. Osei,,
TXN-100800,2026-07-18,06:22,stock_out,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,,,,-4.0,case (4x1gal),44.06,-176.24,Dry Storage Room,D. Alvarez,,
TXN-100801,2026-07-19,20:33,stock_out,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,-4.55,lb,15.27,-69.48,Main Kitchen Cooler,L. Kim,,
TXN-100802,2026-07-19,16:12,stock_out,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,-1.0,case (72ct),65.41,-65.41,Walk-In Freezer,L. Kim,,
TXN-100803,2026-07-19,08:38,stock_out,PRD-7705,NY Strip Steak,Meat,Beef,Metro Meat & Poultry,,,,-7.53,LB,15.99,-120.4,Main Kitchen Cooler,L. Kim,,
TXN-100804,2026-07-19,20:44,adjustment,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,2.43,case (72ct),66.4,161.35,Walk-In Freezer,M. Osei,,System entry error
TXN-100805,2026-07-19,11:50,stock_in,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,PO-40661,INV-58578,LOT-260719-31,2.0,case (24ct),15.17,30.34,Bar Storage,R. Patel,2027-07-19,
TXN-100806,2026-07-19,17:01,stock_in,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,PO-40492,INV-58884,LOT-260719-45,2.0,sack,19.77,39.54,Dry Storage Room,J. Nguyen,2026-08-18,
TXN-100807,2026-07-19,11:05,stock_out,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-3.0,case (12x750ml),87.59,-262.77,Bar Storage,J. Nguyen,,
TXN-100808,2026-07-19,17:47,stock_out,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,,,,-3.0,50lb bag,21.58,-64.74,Dry Storage Room,T. Fischer,,
TXN-100809,2026-07-19,07:18,stock_in,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,PO-40858,INV-58706,LOT-260719-34,2.0,case,43.72,87.44,Main Kitchen Cooler,T. Fischer,2026-08-16,
TXN-100810,2026-07-19,14:34,stock_out,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-3.25,lb,11.05,-35.91,Main Kitchen Cooler,R. Patel,,
TXN-100811,2026-07-19,14:37,stock_out,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,-2.0,case,13.96,-27.92,Main Kitchen Cooler,C. Romero,,
TXN-100812,2026-07-19,11:43,waste,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-2.39,lb,6.86,-16.4,Main Kitchen Cooler,J. Nguyen,,Damaged in delivery
TXN-100813,2026-07-19,13:44,stock_out,PRD-7706,Duck Breast,Meat,Poultry,Metro Meat & Poultry,,,,-2.29,lb,14.68,-33.62,Main Kitchen Cooler,T. Fischer,,
TXN-100814,2026-07-19,10:03,stock_out,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-14.73,lb,6.57,-96.78,Main Kitchen Cooler,L. Kim,,
TXN-100815,2026-07-19,06:59,stock_out,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,,,,-4.0,case,44.4,-177.6,Main Kitchen Cooler,R. Patel,,
TXN-100816,2026-07-19,13:25,adjustment,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-0.98,gal,10.03,-9.83,Main Kitchen Cooler,M. Osei,,Unit conversion fix
TXN-100817,2026-07-20,07:20,stock_out,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,,,,-3.0,KEG,146.86,-440.58,Bar Storage,L. Kim,,
TXN-100818,2026-07-20,11:44,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-7.5,gal,10.37,-77.77,Main Kitchen Cooler,J. Nguyen,,
TXN-100819,2026-07-20,20:36,stock_out,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-1.98,lb,11.76,-23.28,Main Kitchen Cooler,L. Kim,,
TXN-100820,2026-07-20,07:22,transfer,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,5.87,gal,10.44,61.28,Walk-In Freezer,D. Alvarez,,Transferred to Main Kitchen Cooler
TXN-100821,2026-07-20,07:15,stock_in,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,PO-40710,INV-58276,LOT-260720-93,4.0,case (4x1gal),40.67,162.68,Dry Storage Room,T. Fischer,2027-07-20,
TXN-100822,2026-07-20,16:28,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40184,INV-58224,LOT-260720-72,4.0,CASE (6X1L),54.47,217.88,Dry Storage Room,T. Fischer,2027-07-20,
TXN-100823,2026-07-20,07:50,stock_out,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,,,,-9.1,lb,5.84,-53.14,Main Kitchen Cooler,T. Fischer,,
TXN-100824,2026-07-20,20:50,stock_in,PRD-7705,NY Strip Steak,Meat,Beef,Metro Meat & Poultry,PO-40817,INV-58120,LOT-260720-60,22.43,lb,15.17,340.26,Main Kitchen Cooler,C. Romero,2026-07-26,
TXN-100825,2026-07-20,18:41,stock_out,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-1.0,case (12x750ml),93.64,-93.64,Bar Storage,T. Fischer,,
TXN-100826,2026-07-20,11:51,stock_in,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40688,INV-58311,LOT-260720-93,13.94,gal,3.89,54.23,Main Kitchen Cooler,J. Nguyen,2026-07-30,
TXN-100827,2026-07-20,13:10,stock_out,PRD-7704,"Bacon, Sliced",Meat,Pork,Metro Meat & Poultry,,,,-6.63,lb,7.71,-51.12,Main Kitchen Cooler,D. Alvarez,,
TXN-100828,2026-07-21,14:31,stock_out,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-3.0,case (12x750ml),90.33,-270.99,Bar Storage,M. Osei,,
TXN-100829,2026-07-21,08:09,stock_in,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,PO-40237,INV-58716,LOT-260721-80,13.39,lb,23.7,317.34,Main Kitchen Cooler,J. Nguyen,2026-07-25,
TXN-100830,2026-07-21,07:25,stock_out,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,-7.11,lb,5.2,-36.97,Main Kitchen Cooler,T. Fischer,,
TXN-100831,2026-07-21,08:40,stock_out,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-3.0,case,30.43,-91.29,Main Kitchen Cooler,M. Osei,,
TXN-100832,2026-07-21,07:20,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-14.89,gal,9.65,-143.69,Main Kitchen Cooler,D. Alvarez,,
TXN-100833,2026-07-21,13:26,stock_in,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40471,INV-58441,LOT-260721-44,1.0,CASE (12X750ML),92.02,92.02,Bar Storage,J. Nguyen,2028-07-20,
TXN-100834,2026-07-21,18:59,adjustment,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-2.26,CASE (6X1L),58.25,-131.64,Dry Storage Room,M. Osei,,Unit conversion fix
TXN-100835,2026-07-21,14:06,stock_out,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-13.5,lb,6.39,-86.27,Main Kitchen Cooler,L. Kim,,
TXN-100836,2026-07-21,20:25,stock_out,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-2.0,case (12x750ml),84.64,-169.28,Bar Storage,D. Alvarez,,
TXN-100837,2026-07-21,17:17,stock_out,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,-1.0,case,28.28,-28.28,Main Kitchen Cooler,M. Osei,,
TXN-100838,2026-07-21,09:51,stock_in,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,PO-40538,INV-58633,LOT-260721-39,4.0,case (48ct),27.53,110.12,Dry Storage Room,M. Osei,2026-07-26,
TXN-100839,2026-07-21,08:05,stock_in,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,PO-40861,INV-58392,LOT-260721-80,2.0,sack,17.19,34.38,Dry Storage Room,R. Patel,2026-08-20,Received in good condition
TXN-100840,2026-07-22,16:43,stock_out,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,-4.0,CASE (72CT),66.03,-264.12,Walk-In Freezer,R. Patel,,
TXN-100841,2026-07-22,17:34,stock_out,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-11.37,lb,10.79,-122.68,Main Kitchen Cooler,T. Fischer,,
TXN-100842,2026-07-22,06:38,stock_out,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-2.0,case (12x750ml),90.91,-181.82,Bar Storage,L. Kim,,
TXN-100843,2026-07-22,06:27,stock_out,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,-2.0,case,13.45,-26.9,Main Kitchen Cooler,D. Alvarez,,
TXN-100844,2026-07-22,11:18,stock_in,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,PO-40746,INV-58682,LOT-260722-60,12.06,lb,5.89,71.03,Main Kitchen Cooler,J. Nguyen,2026-08-05,
TXN-100845,2026-07-22,20:31,transfer,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,,,,1.0,case (48ct),29.03,29.03,Main Kitchen Cooler,,,Transferred to Main Kitchen Cooler
TXN-100846,2026-07-22,06:06,stock_out,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-6.75,gal,4.0,-27.0,Main Kitchen Cooler,C. Romero,,
TXN-100847,2026-07-22,18:42,stock_in,BEV-1001,"Cola Syrup, 5 Gal BIB",Beverage,Soft Drinks,BevCo Beverage Distribution,PO-40483,INV-58406,LOT-260722-56,3.0,each,61.71,185.13,Bar Storage,R. Patel,2027-01-18,
TXN-100848,2026-07-22,09:47,stock_in,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,PO-40826,INV-58303,LOT-260722-24,4.0,each,3.67,14.68,Dry Storage Room,J. Nguyen,2026-07-25,
TXN-100849,2026-07-22,16:17,adjustment,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,,,,-2.29,lb,5.59,-12.8,Main Kitchen Cooler,R. Patel,,System entry error
TXN-100850,2026-07-23,07:50,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40612,INV-58113,LOT-260723-97,1.0,case (6x1L),54.8,54.8,Dry Storage Room,J. Nguyen,2027-07-23,Short delivery vs PO — see delivery receipt
TXN-100851,2026-07-23,08:18,stock_out,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-7.55,lb,11.72,-88.49,Main Kitchen Cooler,J. Nguyen,,
TXN-100852,2026-07-23,20:16,waste,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,,,,-4.97,lb,5.71,-28.38,Main Kitchen Cooler,L. Kim,,Expired
TXN-100853,2026-07-23,08:54,stock_out,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,,,,-3.0,case (24ct),14.71,-44.13,Bar Storage,J. Nguyen,,
TXN-100854,2026-07-23,10:01,transfer,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,,,,4.08,lb,5.93,24.19,Dry Storage Room,R. Patel,,Transferred to Walk-In Freezer
TXN-100855,2026-07-23,11:03,stock_out,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,,,,-3.0,CASE,47.88,-143.64,Main Kitchen Cooler,M. Osei,,
TXN-100856,2026-07-23,06:11,stock_in,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,PO-40862,INV-58429,LOT-260723-37,1.0,25LB BAG,25.76,25.76,Dry Storage Room,M. Osei,2028-07-22,
TXN-100857,2026-07-23,07:06,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-3.0,25lb bag,11.32,-33.96,Dry Storage Room,L. Kim,,
TXN-100858,2026-07-23,14:33,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-3.0,25lb bag,10.54,-31.62,Dry Storage Room,M. Osei,,
TXN-100859,2026-07-23,14:07,stock_out,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,-1.0,case,15.26,-15.26,Main Kitchen Cooler,T. Fischer,,
TXN-100860,2026-07-23,13:39,stock_in,PRD-2210,Romaine Lettuce,Produce,Leafy Greens,Green Valley Produce Co.,PO-40879,INV-58306,LOT-260723-78,3.0,case,25.64,76.92,Main Kitchen Cooler,T. Fischer,2026-07-28,
TXN-100861,2026-07-23,09:28,adjustment,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,,,,0.78,keg,136.12,106.17,Bar Storage,R. Patel,,Cycle count correction
TXN-100862,2026-07-23,08:44,stock_in,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,PO-40679,INV-58162,LOT-260723-98,38.76,lb,14.3,554.27,Main Kitchen Cooler,J. Nguyen,2026-07-27,
TXN-100863,2026-07-23,13:24,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-8.66,gal,9.58,-82.96,Main Kitchen Cooler,C. Romero,,
TXN-100864,2026-07-23,06:56,stock_out,PRD-3318,Parmesan Wheel,Dairy,Cheese,Dairy Fresh Cooperative,,,,-13.97,lb,12.93,-180.63,Main Kitchen Cooler,C. Romero,,
TXN-100865,2026-07-23,08:35,stock_in,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,PO-40646,INV-58343,LOT-260723-47,2.0,case,44.73,89.46,Main Kitchen Cooler,D. Alvarez,2026-08-20,
TXN-100866,2026-07-24,08:34,adjustment,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,,,,-2.3,block,121.73,-279.98,Main Kitchen Cooler,T. Fischer,,Recount after audit
TXN-100867,2026-07-24,10:57,stock_out,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,-9.37,lb,4.71,-44.13,Main Kitchen Cooler,,,
TXN-100868,2026-07-24,06:34,stock_in,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,PO-40899,INV-58697,LOT-260724-23,26.98,lb,6.3,169.97,Main Kitchen Cooler,T. Fischer,2026-07-28,
TXN-100869,2026-07-24,11:14,stock_in,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,PO-40744,INV-58870,LOT-260724-60,3.0,keg,138.13,414.39,Bar Storage,J. Nguyen,2026-09-07,
TXN-100870,2026-07-24,07:52,stock_in,BEV-1001,"Cola Syrup, 5 Gal BIB",Beverage,Soft Drinks,BevCo Beverage Distribution,PO-40602,INV-58846,LOT-260724-33,7.0,each,58.91,412.37,Bar Storage,T. Fischer,2027-01-20,
TXN-100871,2026-07-24,07:27,stock_in,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,PO-40512,INV-58202,LOT-260724-77,11.32,lb,5.97,67.58,Main Kitchen Cooler,J. Nguyen,2026-08-14,
TXN-100872,2026-07-24,16:59,waste,PRD-1102, Atlantic Salmon Fillet ,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-0.41,lb,10.8,-4.43,Main Kitchen Cooler,D. Alvarez,,Dropped/contaminated
TXN-100873,2026-07-24,07:34,adjustment,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,1.42,lb,10.96,15.56,Main Kitchen Cooler,T. Fischer,,Cycle count correction
TXN-100874,2026-07-24,08:21,waste,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,,,,-1.0,each,3.6,-3.6,Dry Storage Room,C. Romero,,Damaged in delivery
TXN-100875,2026-07-24,08:06,stock_in,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,PO-40245,INV-58101,LOT-260724-38,21.44,lb,23.71,508.34,Main Kitchen Cooler,D. Alvarez,2026-07-28,
TXN-100876,2026-07-24,17:52,stock_out,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-4.0,case (6x1L),57.92,-231.68,Dry Storage Room,D. Alvarez,,
TXN-100877,2026-07-24,07:23,stock_out,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-4.0,case,34.15,-136.6,Main Kitchen Cooler,D. Alvarez,,
TXN-100878,2026-07-24,10:09,stock_in,PRD-7706,Duck Breast,Meat,Poultry,Metro Meat & Poultry,PO-40739,INV-58393,LOT-260724-54,35.94,lb,14.01,503.52,Main Kitchen Cooler,D. Alvarez,2026-07-29,
TXN-100879,2026-07-24,20:59,waste,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-2.0,case,33.42,-66.84,Main Kitchen Cooler,J. Nguyen,,Dropped/contaminated
TXN-100880,2026-07-25,10:46,stock_in,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,PO-40230,INV-58286,LOT-260725-59,3.0,case,29.9,89.7,Main Kitchen Cooler,M. Osei,2026-08-01,
